label,tweet,,
1,"RT @NBAHistory: On this day in 1997… despite feeling under the weather, Michael Jordan put together a heroic performance with 38 PTS in Gam…",,
1,#weather Sunny today! With a high of: 108 and a low of: 82 https://t.co/mlXbC3cdTa #vegas,,
1,"weather in farnborough is better then marmaris right now for the next 6 days, first time looking forward to going home 🤣🤣",,
1,@PJSmith Nice.  Very nice. 😎\nEnjoy that nice weather. ⛵️🌞,,
1,RT @SLOPublicHealth: Panoramic view and cool weather? Black Hill is the eighth of nine volcanic peaks between SLO and Morro Bay. The hike i…,,
1,"Weather at June 11, 2022 at 09:02AM: Cloudy. A high of 76F and a low of 62F. Current Temperature: 63. More info:… https://t.co/fzwgtHJIt5",,
1,"FIRST ALERT WEATHER DAY SUNDAY: Turning the heat on for the Ozarks | CLICK for First Alet record-breaking heat, sto… https://t.co/0oZqlDH6y0",,
1,"FIRST ALERT WEATHER DAY SUNDAY: Turning the heat on for the Ozarks | CLICK for First Alet record-breaking heat, sto… https://t.co/5MJzAcQREm",,
0,Cedar Rapids Iowa Current Weather: 6/11/2022 @ 09:02 AM 65.5F Humidity: 94% Wind: 2.7 S #wdisplay #iawx #criawx,,
1,@Michellewagsta3 @MarkusFeehily @NickyByrne @ShaneFilan @KianEganWL It's going to be a great day! Fingers crossed w… https://t.co/ol6Ak1rNmt,,
1,"@PAWstronaut13 In many ways, the stock market is like the weather in that if you don’t like the current conditions… https://t.co/ai06d8f9FW",,
1,We ll have fine weather for the next few days. 911887,,
1,RT @KOMUMatt: The temperature will be in the 90s starting tomorrow so it's a good idea to start thinking about those heat safety tips.\n\nHea…,,
0,"SEA\nWEATHER\nRISE\n#3linepoem, #poetry, #poetrylovers",,
-1,"RT @jay_mikee: I’m not sure what’s up with the weather but a number of people falling a bit ill these past few days; cold and Catarrh, coug…",,
0,"Curbar weather at 03:00:01PM on 11/06/22: Temp:21.7C, Wind:31km/h from WSW, Rain last hr:0.0mm, Rain today:0.0mm, RH:49%, Bar:1018mb",,
1,Torrential downpours cause flooding problems around New\nOrleans \nhttps://t.co/PYTF1byya5,,
0,Plowing continues along Going-to-the-Sun-Road; weather a concern https://t.co/eMkWoJUimW,,
1,We ll have fine weather for the next few days. 911887,,
0,"RT @sleeptokenlyric: Sobbing as they turn to statues at the bedside\nI'm trying not to crush into sand\nSo flood me like Atlantic, weather me…",,
1,"Bloody @Apple. They bought DarkSky, subsumed parts of it (but not the most useful parts) into their own weather app… https://t.co/nSIfEZBDLP",,
1,"RT @SM_NCT: [OFFICIAL/VIDEO] 220611 #SHOTARO's Instagram story update\n\n\32°C\nThe weather is nice \nI wanna go outside...\""\n\n#NCT #NCTU\nTransl…""",,
1,The gorgeous weather prompted dinner on the deck! One of the women made BLT's with a fun strawberry &amp; banana side f… https://t.co/6MsNkX2t8C,,
0,"Story Times start again June 15th! (outdoors, weather permitting) https://t.co/wo1ghMKVWM",,
0,RT @xoxo_vibez: Please avoid people whose mood switches like weather. E get why! 🤲,,
1,it’s good to see participants of this year’s #SpartanRace #Sarawak Still plenty of foreigners battling hot #weather… https://t.co/gsaRGjh8um,,
1,"RT @NBAHistory: On this day in 1997… despite feeling under the weather, Michael Jordan put together a heroic performance with 38 PTS in Gam…",,
0,"Even if you don’t see rain 🌧 you could be in harm’s way. Remember this simple message: When Thunder Roars, Go Indoo… https://t.co/dFzwCEdsro",,
-1,Climate change has accelerated the northward migration of previously unknown pests and increased the risk of extrem… https://t.co/jSlxm5NDYj,,
0,"RT @Maheshbhairodag: @geertwilderspvv @PMOIndia @narendramodi @NupurSharmaBJP \\""मैंने Google से पूछा:- Weather Now???\n\nGoogle : जुम्मा के…""",,
1,"RT @NBAHistory: On this day in 1997… despite feeling under the weather, Michael Jordan put together a heroic performance with 38 PTS in Gam…",,
1,"RT @Purba_Ray: When god asked Bangaloreans to choose between good roads, an airport in the city and good weather, they chose good weather a…",,
1,As the weather heats up over the #summer it's even more important to keep our skin #healthy. Here are a few tips:… https://t.co/SjazD2qrzf,,
1,We ll have fine weather for the next few days. 911887,,
0,Weather in Faisalabad&gt;&gt;&gt;&gt;❤,,
0,"RT @Maheshbhairodag: @geertwilderspvv @PMOIndia @narendramodi @NupurSharmaBJP \\""मैंने Google से पूछा:- Weather Now???\n\nGoogle : जुम्मा के…""",,
0,"Regina SK Weather, Temp:13.9ºC; Dew:3.4ºC; Pressure:1004.90hPa.; Wind:0/kph@50.0 Wind Chill:14.9°C Humidity:49;… https://t.co/LIWN3o5nen",,
0,@xJonnnx Must be the weather,,
-1,Well at least the weather is starting to feel like summer again,,
1,RT @Brainzbillion: I am proudly an Arewa youth and its a win win for me weather #peterObi wins or lose in 2023 WHEN he wins Nigeria and the…,,
-1,RT @tedcruz: San Francisco District Attorney Chesa Boudin—the son of Weather Underground terrorists—was recalled this past week.\n\nBut he is…,,
0,RT @Mbahdeyforyou: Na mumu dey believe weather forecast for Nigeria,,
1,We ll have fine weather for the next few days. 911887,,
0,"Regina SK Weather, Temp:13.9ºC; Dew:3.4ºC; Pressure:1004.90hPa.; Wind:0/kph@50.0; Humdity:49… https://t.co/yXiuDsTnfq",,
1,Get out with your kiddos and enjoy the summer weather! These are the events we will be hosting throughout the summe… https://t.co/PhQKyeKIr1,,
0,RT @0hr0min: sweater weather. https://t.co/3IIE0rO3aS,,
0,@spa_weather ありがたいっすね笑,,
1,"RT @NBAHistory: On this day in 1997… despite feeling under the weather, Michael Jordan put together a heroic performance with 38 PTS in Gam…",,
0,"RT @M_singh9: \\""मैंने Google से पूछा:- Weather Now???\n\nGoogle : जुम्मा के दिन पत्थर बरसेंगे\n😬😜🤣🤣""",,
-1,"RT @Su_Durham: My non speaking autistic son who is nine and under the weather today woke me up. He placed his cup in my hand, looked at me…",,
1,"The heat index is in triple digits. This weather can be DEADLY, and many homeless women &amp; families are at risk. The… https://t.co/1PNP60lR0F",,
0,"Imagen de satélite June 11, 2022 at 10:01AM #PuertoRico #weather https://t.co/dg8lp3IZpS",,
1,"RT @NBAHistory: On this day in 1997… despite feeling under the weather, Michael Jordan put together a heroic performance with 38 PTS in Gam…",,
1,"Weather forecasters really suck “yeah it could rain at some point today or it could not , probably cloudy but it co… https://t.co/URHDE1SdWP",,
1,Creamy Tropical Smoothie Bowl by @littlekalegirl! It’s definitely perfect for the hot weather!! https://t.co/Fz9UBoRzzI,,
0,Today’s Forecast – NBC 6 South Florida https://t.co/dvZtUgftpM,,
-1,RT @daywithshua: [INSIDE SEVENTEEN]\n\nCute puppy struggled because of cold weather \n\n#JOSHUA #조슈아 https://t.co/QFREB35OLw,,
1,"Just a little cooler than average for us today, but not a bad day for the most part! Fortunately no severe weather,… https://t.co/4GPmT0Rgsh",,
-1,Meteorologist Michelle Morgan ha your Saturday forecast: Another round of showers and thunderstorms today. A few st… https://t.co/igjcggBky8,,
1,RT @Brainzbillion: I am proudly an Arewa youth and its a win win for me weather #peterObi wins or lose in 2023 WHEN he wins Nigeria and the…,RT @VinTN: 5000 crore Tata electronics plant construction started in Oct 2020 and MoU signed in Feb 2021. Sharing after seeing posts from F…,Sathish_AIADMK
0,5000 crore Tata electronics plant construction started in Oct 2020 and MoU signed in Feb 2021. Sharing after seeing… https://t.co/AsyoaQVNWp,,
0,👀 Daily roundup on the #businessnews that you missed:\n\n1. @PayPal  allows transfer of crypto with external wallets… https://t.co/dEwpK2g6iE,,
0,India mulls curbing fridge imports to boost domestic industry: Sources #FridgeImports #Samsung #Voltas #Tata… https://t.co/Gu5iK3F2PH,,
-1,RT @UpdatesChennai: Recent satellite image of upcoming Tata Electronics Facility at GMR- SEZ near Hosur. The firm in Feb-21 signed a MOU wo…,,
1,"@kssivakumar Hi, would like to inform you that vouchers can be redeemed only on electronics purchases. Kindly click… https://t.co/RYCShMpN6H",,
-1,RT @UpdatesChennai: Recent satellite image of upcoming Tata Electronics Facility at GMR- SEZ near Hosur. The firm in Feb-21 signed a MOU wo…,,
-1,RT @UpdatesChennai: Recent satellite image of upcoming Tata Electronics Facility at GMR- SEZ near Hosur. The firm in Feb-21 signed a MOU wo…,,
-1,RT @UpdatesChennai: Recent satellite image of upcoming Tata Electronics Facility at GMR- SEZ near Hosur. The firm in Feb-21 signed a MOU wo…,,
-1,RT @UpdatesChennai: Recent satellite image of upcoming Tata Electronics Facility at GMR- SEZ near Hosur. The firm in Feb-21 signed a MOU wo…,,
-1,RT @UpdatesChennai: Recent satellite image of upcoming Tata Electronics Facility at GMR- SEZ near Hosur. The firm in Feb-21 signed a MOU wo…,,
-1,RT @UpdatesChennai: Recent satellite image of upcoming Tata Electronics Facility at GMR- SEZ near Hosur. The firm in Feb-21 signed a MOU wo…,,
-1,RT @UpdatesChennai: Recent satellite image of upcoming Tata Electronics Facility at GMR- SEZ near Hosur. The firm in Feb-21 signed a MOU wo…,,
-1,RT @UpdatesChennai: Recent satellite image of upcoming Tata Electronics Facility at GMR- SEZ near Hosur. The firm in Feb-21 signed a MOU wo…,,
-1,RT @UpdatesChennai: Recent satellite image of upcoming Tata Electronics Facility at GMR- SEZ near Hosur. The firm in Feb-21 signed a MOU wo…,,
-1,RT @UpdatesChennai: Recent satellite image of upcoming Tata Electronics Facility at GMR- SEZ near Hosur. The firm in Feb-21 signed a MOU wo…,,
-1,RT @UpdatesChennai: Recent satellite image of upcoming Tata Electronics Facility at GMR- SEZ near Hosur. The firm in Feb-21 signed a MOU wo…,,
-1,RT @UpdatesChennai: Recent satellite image of upcoming Tata Electronics Facility at GMR- SEZ near Hosur. The firm in Feb-21 signed a MOU wo…,,
-1,RT @UpdatesChennai: Recent satellite image of upcoming Tata Electronics Facility at GMR- SEZ near Hosur. The firm in Feb-21 signed a MOU wo…,,
-1,Recent satellite image of upcoming Tata Electronics Facility at GMR- SEZ near Hosur. The firm in Feb-21 signed a MO… https://t.co/6mlNxecxEA,,
0,@JibiteshJ @farhan_sheikh7 @Ravi67438683 @ashoswai Fatake ban karke kya hua. We still are dependent 100% for electr… https://t.co/TWpQ2UsrMe,,
-1,"RT @TCEConnect: Amit Sharma, MD &amp; CEO of Tata Consulting Engineers Limited (#TCE) welcomed Shri Ashwini Vaishnaw, Honourable minister for r…",,
-1,"Amit Sharma, MD &amp; CEO of Tata Consulting Engineers Limited (#TCE) welcomed Shri Ashwini Vaishnaw, Honourable minist… https://t.co/vhIuFuwl7B",,
1,Reliance Digital or Tata Croma or Amazon?  Which would be the best to buy electronics ? 🤔,,
-1,RT @thisisRaj_: 200 female employees of Tata Electronics Private Limited in Hosur will start studying BSc Manufacturing Science offered by…,,
-1,200 female employees of Tata Electronics Private Limited in Hosur will start studying BSc Manufacturing Science off… https://t.co/TYgV1I5lYO,,
0,"@softgrowl Tata Steel \nTata Motors \nTata Airlines(3)\nTata clothing(Westside)\nTata Retail(Nature basket, Star Bazar)… https://t.co/BIxuNTcXnH",RT @EuremO8: Top 3 #investing themes for 5 years ⭐️\n\n1️⃣ Manufacturing: \nDixon Tech | PG Electroplast | Amber\n\n2️⃣ Electric Vehicles:\nTata…,NewInvest10
-1,"TATA SAYS HI TO TECH\n\nTata Technologies (Tata Tech) is expected to grow 69 per cent to about $800 million by 2025,… https://t.co/I5YVllZOkH",,
1,Top 3 #investing themes for 5 years ⭐️\n\n1️⃣ Manufacturing: \nDixon Tech | PG Electroplast | Amber\n\n2️⃣ Electric Vehi… https://t.co/yv5B5rvUrN,,
1,Tata Motors on 9th June signed an agreement to provide 15 New AC Electric Buses which are to be added in the fleet… https://t.co/I8XYN0aGvn,,
1,RT @autocarindiamag: The new Tata Tigor iCNG sits between the petrol and electric Tigor in terms of price. We find out how economical it is…,,
1,The new Tata Tigor iCNG sits between the petrol and electric Tigor in terms of price. We find out how economical it… https://t.co/xswPZ6Bzod,,
-1,"The Microlino, an electric car smaller than the Tata Nano, came as soon as it arrived! Runs 230km on a single charg… https://t.co/RZmjqeg5p1",,
0,"Tata Motors signed an agreement with BluSmart Electric Mobility to deliver \n10,000 XPRES T EVs to the company.… https://t.co/uqpH9jUwZD",,
1,RT @EvQuotient: 👉 Tata Tiago EV\n\n👉 Tata Altroz EV\n\n👉 Mahindra eKUV100\n\n👉 A new EV from MG motors (yet to be revealed)\n\n👉 Hyundai Kona Elect…,,
0,"RT @EvQuotient: With Tata Motors setting the standard for EVs in India, one can expect lot of interest in the Electric car and SUV space\n\nT…",,
1,👉 Tata Tiago EV\n\n👉 Tata Altroz EV\n\n👉 Mahindra eKUV100\n\n👉 A new EV from MG motors (yet to be revealed)\n\n👉 Hyundai Ko… https://t.co/SJMAPoFcnS,,
0,"With Tata Motors setting the standard for EVs in India, one can expect lot of interest in the Electric car and SUV… https://t.co/fvp1q1UhAn",,
0,RT @Mahendr16915081: It is requested to Chairman NAC Rairakhol and District collector to restore in a immediate step. Save the People out o…,,
0,@aarifathar @Sootradhar 15% of petrol imported from African countries ... Russia is also trading with us... Even TA… https://t.co/DmxDQYVrC8,,
0,It is requested to Chairman NAC Rairakhol and District collector to restore in a immediate step. Save the People ou… https://t.co/00ukQvsYAk,,
0,@Mohamedbecxy57 @mskailasnath @MofaQatar_EN @majedalansari U just shown ur madrsa level education Tata electric car… https://t.co/Xuw5LMSM5e,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @Saur_energy: Amplus Solar’s Electric Mobility vertical has entered an MoU with @TataMotors Limited regarding the procurement of the new…,,
-1,#advertisement\nCoimbatore is going electric.\nAre you?\n\nJoin the Green Revolution. Go electric today!\n\nFor Bookings… https://t.co/Ma3Sv7tdfO,,
0,RT @LnprCapital: EV related stocks in 🇮🇳\n\n⚡ KPIT\n⚡ Hero Electric\n⚡ Sona BLW\n⚡ Tata ELXSI\n⚡ Exide \n⚡ Amara-Raja\n⚡ Greaves Cotton\n⚡ Tata Powe…,,
1,"Tata Motors Gets A Record Order For 10,000 Tigor Electric XpresT.. Courtesy: RL Read* https://t.co/0zoh7tSGGP Aware… https://t.co/BV93jNp1HW",,
1,RT @nmccommissioner: Tata Motors on 9th June signed an agreement to provide 15 New AC Electric Buses which are to be added in the fleet of…,,
0,@freshjiva @TroyTeslike Ever consider covering this? EV market leader in India and it doesn't look like Tesla will… https://t.co/vH448S3uR6,,
0,@ashokgehlot51 Cm gehlot ji rajasthan me electric basse kab chalegi kejriwal ji ne tata ko contact diya maharastra… https://t.co/3BzslI5Ym0,,
1,RT @nmccommissioner: Tata Motors on 9th June signed an agreement to provide 15 New AC Electric Buses which are to be added in the fleet of…,,
1,"modern electric vehicles started with Tesla, which has made EVs vehicles cool &amp; modern.  Tesla, Toyota, Volkswagen… https://t.co/2slzvWE8zM",,
0,"RT @IntelisysT: Tata Motors has signed an agreement with blusmart electric mobility for the delivery of 10,000 XPRES T electric vehicles. I…",,
1,RATQN TATA and MUKESH AMBANI investing in bule smart mobility electric taxi company and they have 600 cars right no… https://t.co/yzT8cIg8jU,,
-1,Tata Passenger Electric Mobility Limited and Ford India have signed a MoU with the Government of Gujarat For Acquis… https://t.co/mXEUDa8RJC,,
0,MOTOR\nKIRLOSKAR BRO LTD\n\nSTEEL\nTATA STEEL\nJSW STEEL\n\nCONSTRUCTION EQUIPMENT\nESCORTS\nTATA\nMAHINDRA\n\nFURNITURE AND FI… https://t.co/M7nm04pmvm,,
1,@elonmusk @engineers_feed Tata motors has a solar powered electric car that’s amazing. When is Tesla releasing a solar powered electric car?,,
0,RT @LnprCapital: EV related stocks in 🇮🇳\n\n⚡ KPIT\n⚡ Hero Electric\n⚡ Sona BLW\n⚡ Tata ELXSI\n⚡ Exide \n⚡ Amara-Raja\n⚡ Greaves Cotton\n⚡ Tata Powe…,,
0,RT @LnprCapital: EV related stocks in 🇮🇳\n\n⚡ KPIT\n⚡ Hero Electric\n⚡ Sona BLW\n⚡ Tata ELXSI\n⚡ Exide \n⚡ Amara-Raja\n⚡ Greaves Cotton\n⚡ Tata Powe…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,The Fully-Electric Kia EV6\n\nDm or Call for more details 0422 4961 666\n#byoung #cbe #carsofinstagram #carlovers… https://t.co/SPXcLD95tj,,
0,RT @REDBOXINDIA: TATA MOTORS: CO BAGS AN ORDER FOR DELIVERING THE BIGGEST EV FLEET IN INDIA\n\nTATA MOTORS LTD - SIGNS AN AGREEMENT WITH BLUS…,,
0,RT @LnprCapital: EV related stocks in 🇮🇳\n\n⚡ KPIT\n⚡ Hero Electric\n⚡ Sona BLW\n⚡ Tata ELXSI\n⚡ Exide \n⚡ Amara-Raja\n⚡ Greaves Cotton\n⚡ Tata Powe…,,
0,@SandeepMall Tata Nexon EV Max (with extended range) deliveries are starting only this month. Media reviews are the… https://t.co/E6wcH6BtdT,,
0,RT @LnprCapital: EV related stocks in 🇮🇳\n\n⚡ KPIT\n⚡ Hero Electric\n⚡ Sona BLW\n⚡ Tata ELXSI\n⚡ Exide \n⚡ Amara-Raja\n⚡ Greaves Cotton\n⚡ Tata Powe…,,
1,"Best Electric Car in India 2022: ટાટા નેક્સોન (Tata Nexon EV), MG ZS EV, હ્યૂનડાઈ સહિત બીજી ઘણી ઈલેક્ટિરીક કાર (Ele… https://t.co/QKlf8J7B4p",,
0,RT @LnprCapital: EV related stocks in 🇮🇳\n\n⚡ KPIT\n⚡ Hero Electric\n⚡ Sona BLW\n⚡ Tata ELXSI\n⚡ Exide \n⚡ Amara-Raja\n⚡ Greaves Cotton\n⚡ Tata Powe…,,
0,RT @LnprCapital: EV related stocks in 🇮🇳\n\n⚡ KPIT\n⚡ Hero Electric\n⚡ Sona BLW\n⚡ Tata ELXSI\n⚡ Exide \n⚡ Amara-Raja\n⚡ Greaves Cotton\n⚡ Tata Powe…,,
0,RT @LnprCapital: EV related stocks in 🇮🇳\n\n⚡ KPIT\n⚡ Hero Electric\n⚡ Sona BLW\n⚡ Tata ELXSI\n⚡ Exide \n⚡ Amara-Raja\n⚡ Greaves Cotton\n⚡ Tata Powe…,,
0,RT @LnprCapital: EV related stocks in 🇮🇳\n\n⚡ KPIT\n⚡ Hero Electric\n⚡ Sona BLW\n⚡ Tata ELXSI\n⚡ Exide \n⚡ Amara-Raja\n⚡ Greaves Cotton\n⚡ Tata Powe…,,
0,RT @LnprCapital: EV related stocks in 🇮🇳\n\n⚡ KPIT\n⚡ Hero Electric\n⚡ Sona BLW\n⚡ Tata ELXSI\n⚡ Exide \n⚡ Amara-Raja\n⚡ Greaves Cotton\n⚡ Tata Powe…,,
0,EV related stocks in 🇮🇳\n\n⚡ KPIT\n⚡ Hero Electric\n⚡ Sona BLW\n⚡ Tata ELXSI\n⚡ Exide \n⚡ Amara-Raja\n⚡ Greaves Cotton\n⚡ Ta… https://t.co/R64W5rkIjR,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
0,"The works include tedding around the Baba Tateshwar temple with Tata tin, bathrooms for men and women, women's laun… https://t.co/WjRvORDs6D",,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,@karmayaga @marinebharat Hmmm. Was that the reason behind regular procurement of Tata Buses in BEST for past three… https://t.co/wlPdzgu3R5,,
-1,#advertisement\n#Coimbatore is going electric.\nAre you?\nJoin the Green Revolution. Go electric today! \nFor Bookings… https://t.co/UtnxRpbj9f,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
0,@Raghuramkadapa @SrinuThePrince @I_am_Phoenixx India lo Tata vadi Electric cars unnaay bro,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
0,@tpnodl_balasore @OdishaWater @mnreindia @KrishiMantri @tata @sambad_odisha @samajalive @achyuta_samanta This estim… https://t.co/HHdWOcVkXO,,
1,it is interesting https://t.co/x6Ah62x0IT,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
0,Hopefully tata's electric cars will curtail the hegemony of the middle east,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @EuremO8: Top 3 #investing themes for 5 years ⭐️\n\n1️⃣ Manufacturing: \nDixon Tech | PG Electroplast | Amber\n\n2️⃣ Electric Vehicles:\nTata…,,
1,RT @nmccommissioner: Tata Motors on 9th June signed an agreement to provide 15 New AC Electric Buses which are to be added in the fleet of…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,RT @marinebharat: BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata Motors…,,
1,BEST's decision of rejecting bid of Tata Motors for 2100 AC Electric Bus tender is pretty much controversial\n\nTata… https://t.co/kLHNvQ6Djy,,
-1,@TPWesternOdisha @MoSarkar5T @pranabpdas @CMO_Odish Tata power is disconnecting the power at sharp 10.30 pm to 12.0… https://t.co/WGH4ApwdDG,,
1,Tata Motors on 9th June signed an agreement to provide 15 New AC Electric Buses which are to be added in the fleet… https://t.co/8gELDqQWuC,,
1,RT @EuremO8: Top 3 #investing themes for 5 years ⭐️\n\n1️⃣ Manufacturing: \nDixon Tech | PG Electroplast | Amber\n\n2️⃣ Electric Vehicles:\nTata…,,
1,https://t.co/y3nXx0HYfZ\n\nI'm really proud to do this vlog with my friend Najid Pasha about his #Tata #Nexon #ev… https://t.co/vUHbYgV27e,RT @centralpark_ngy: ✨🎊抽選で150名様にその場で当たる🎊✨\nフォロー＆RTキャンペーン9日目🐻❣\n\nタリーズコーヒーやコメダ珈琲店などで使える！\n【giftee Cafe Box】をプレゼント☕\n\n①@centralpark_ngy をフォロー\n②この投…,pontacode
0,"@osamuchuua @agarishinkay Можете прочитать мой старый тред, который я только что ретвитнула, я вас заобнимаю https://t.co/Bnk5PJEcoa",,
0,RT @centralpark_ngy: ✨🎊抽選で150名様にその場で当たる🎊✨\nフォロー＆RTキャンペーン10日目🐻❣\n\nタリーズコーヒーやコメダ珈琲店などで使える！\n【giftee Cafe Box】をプレゼント☕\n\n①@centralpark_ngy をフォロー\n②この…,,
0,RT @EVS35_: EV manufacturers🗣️#EVS35 \n\n📍Christoph Starzynski @MercedesBenz\n📍Anna Westerberg @VolvoBusGlobal\n📍Robert Ziegler @einrideofficia…,,
0,明日オーラスにてお待ちしております🍊\n\n中華EVです🐼\n取り置きご希望される方はリプにお願いします・・・！,,
0,"RT @metcihan: mal varlığını sorarsanız, toplamda 5 evi ve bunların sadece 1’inden kira geliri olduğunu iddia ediyor. gerçekte ise @nurettin…",,
0,RT @dogan2161: almanya almanca bilmeyene ülkesinde oturum izni vermiyor..\nbiz ev alana vatandaşlık hediye \ntürkçe bilmeyeni uzman doktor ya…,,
0,@TheDemocrats @JoeBiden How will you charge those if a storm knocks out ur power for weeks? I can store gas. I can… https://t.co/HIu1g84eaq,,
1,☕️ Saturday Morning Coffee Reads! \n🏔 Steady Climb Weekly Update 6/9/22 🏔\nhttps://t.co/vZUtWtrBNp\nA Strong Summer Jo… https://t.co/nJPKISmk15,,
